id,name,proper,bf,ra,dec,mag,ci,dist,x,y,z,spect,con
88,Tau Phe,,Tau Phe,0.01794100,-48.80987600,5.710,0.911,181.818200,119.736878,0.562356,-136.823418,G8III,Phe
107,,,,0.02225500,-50.33737300,5.530,1.615,166.389400,106.198875,0.618768,-128.089244,M2III,Phe
122,The Oct,,The Oct,0.02661600,-77.06572400,4.780,1.254,66.577900,14.902031,0.103716,-64.888859,K2III,Oct
124,,,,0.02694900,61.22280100,5.580,0.407,943.396200,454.144163,3.204116,826.885007,F0III,Cas
145,29    Psc,,29    Psc,0.03040200,-3.02750400,5.130,-0.128,139.275800,139.077212,1.106982,-7.355907,B7III-IV,Psc
154,30    Psc,,30    Psc,0.03267200,-6.01407200,4.370,1.631,132.450300,131.716394,1.126662,-13.877167,M3III,Psc
171,85    Peg,,85    Peg,0.03613900,27.08225600,5.800,0.690,12.169900,10.834733,0.102555,5.540428,G3V,Peg
183,Zet Scl,,Zet Scl,0.03886700,-29.72041400,5.040,-0.150,154.083200,133.807455,1.361580,-76.389577,B4V,Scl
194,32    Psc,,32    Psc,0.04158400,8.48546300,5.700,0.315,36.900400,36.494389,0.397318,5.444980,F0V,Psc
208,,,,0.04335700,66.09896600,5.870,1.073,100000.000000,40513.198308,459.883590,91424.664275,G8III,Cas
300,2    Cet,,2    Cet,0.06233000,-17.33598800,4.550,-0.047,83.472500,79.670013,1.300177,-24.872663,B9IVn,Cet
330,9    Cas,,9    Cas,0.07046200,62.28766400,5.900,0.274,100000.000000,46495.354900,857.790357,88529.351835,A1III,Cas
343,,,,0.07216500,-16.52903600,5.780,1.084,90.661800,86.899520,1.641967,-25.793323,K0III,Cet
355,3    Cet,,3    Cet,0.07503300,-10.50952300,4.990,1.619,641.025600,630.150175,12.379991,-116.922329,K3Ibvar,Cet
377,,,,0.07813100,-71.43689100,5.590,-0.100,175.438600,55.839008,1.142475,-166.311133,B8III,Tuc
379,,,,0.07830400,67.16644500,5.680,1.051,92.678400,35.956698,0.737440,85.415532,K1III,Cep
418,,,,0.08503900,61.31397000,5.800,-0.067,221.729500,106.405975,2.369398,194.515247,B8MNp...,Cas
441,33    Psc,,33    Psc,0.08892800,-5.70761800,4.610,1.029,39.494500,39.287997,0.914841,-3.927804,K1III,Psc
475,86    Peg,,86    Peg,0.09498900,13.39626600,5.550,0.901,114.285700,111.141705,2.764456,26.478222,G5III,Peg
517,,,,0.10435600,58.43673300,5.980,0.687,21.477700,11.238030,0.307211,18.300258,G5V,Cas
521,,,,0.10527700,-49.07519100,5.700,0.519,25.713600,16.837769,0.464410,-19.428440,G1IV...,Phe
530,10    Cas,,10    Cas,0.10737000,64.19616800,5.570,-0.023,265.957400,115.723206,3.253833,239.438695,B9III,Cas
635,,,,0.12969300,-22.50856000,5.930,0.141,78.369900,72.358029,2.457783,-30.001634,A1V,Cet
654,,,,0.13430300,-33.52932600,5.670,1.119,94.966800,79.115753,2.782872,-52.456250,K1III,Scl
670,,,,0.13820400,-8.82411200,5.990,1.034,98.425200,97.196752,3.518268,-15.098621,G8III:,Cet
676,Alpheratz,Alpheratz,21Alp And,0.13979100,29.09043200,2.070,-0.038,29.744200,25.974572,0.951042,14.461264,B9p,And
727,87    Peg,,87    Peg,0.15067200,18.21196300,5.570,1.043,87.412600,82.969037,3.274515,27.319281,G9III,Peg
744,Caph,Caph,11Bet Cas,0.15288700,59.14978000,2.280,0.380,16.784200,8.600014,0.344589,14.409503,F2III-IV,Cas
759,Kap1Scl,,Kap1Scl,0.15585100,-27.98792800,5.420,0.414,77.459300,68.343305,2.790097,-36.350566,F3V,Scl
763,Eps Phe,,Eps Phe,0.15683600,-45.74742600,3.880,1.013,44.208700,30.823770,1.266396,-31.665333,K0III,Phe
811,34    Psc,,34    Psc,0.16727800,11.14581300,5.540,-0.064,93.633000,91.778975,4.021883,18.099895,B9V,Psc
812,Gam3Oct,,Gam3Oct,0.16729300,-82.22404700,5.290,1.049,78.064000,10.551931,0.462380,-77.346312,K1/K2III,Oct
838,,,,0.17190800,-5.24858800,5.840,0.973,58.309000,58.005940,2.612349,-5.333956,K1III,Psc
839,22    And,,22    And,0.17201200,46.07227200,5.010,0.405,377.358500,261.527194,11.785276,271.779391,F2II,And
871,,,,0.17856500,-12.57989700,5.840,1.000,75.018800,73.137904,3.421562,-16.339167,K0III,Cet
908,6    Cet,,6    Cet,0.18773900,-15.46797700,4.890,0.487,18.747700,18.046958,0.887717,-5.000042,F5V,Cet
928,Kap2Scl,,Kap2Scl,0.19289400,-27.79973700,5.410,1.346,243.309000,214.952607,10.864269,-113.475053,K2III,Scl
948,The Scl,,The Scl,0.19555200,-35.13311900,5.240,0.459,21.276600,17.377471,0.890451,-12.244148,F3/F5V,Scl
981,,,,0.20277300,-17.93827800,5.290,1.478,190.839700,181.306922,9.633925,-58.777132,K4III,Cet
1065,Algenib,Algenib,88Gam Peg,0.22059800,15.18359600,2.830,-0.190,120.048000,115.664183,6.687324,31.442127,B2IV,Peg
1072,,,,0.22209900,-84.99397800,5.780,1.710,298.507500,26.003872,1.513836,-297.368888,M0/M1III,Oct
1084,23    And,,23    And,0.22524000,41.03537000,5.710,0.331,34.904000,26.282289,1.551559,22.915172,F0IV,And
1094,,,,0.22840100,-26.02234500,5.940,1.548,396.825400,355.958884,21.310082,-174.095773,K5III,Scl
1156,,,,0.24100800,-7.78053200,5.130,1.601,178.571400,176.575373,11.155955,-24.174803,M3IIIvar,Cet
1166,89Chi Peg,,89Chi Peg,0.24337800,20.20670200,4.790,1.572,112.866800,105.704826,6.744268,38.984950,M2III,Peg
1169,7    Cet,,7    Cet,0.24400500,-18.93286600,4.440,1.640,137.174200,129.488149,8.283000,-44.507481,M1III,Cet
1189,,,,0.24847600,-9.56957100,5.770,-0.084,103.842200,102.180753,6.656346,-17.263280,B9V,Cet
1286,,,,0.26912600,-31.44639400,5.660,1.350,152.207000,129.530168,9.141561,-79.406606,K2III,Scl
1351,,,,0.28251300,61.53318500,5.740,0.898,190.114100,90.370066,6.696118,167.128006,G8III,Cas
1363,24The And,,24The And,0.28486300,38.68163600,4.610,0.059,94.697000,73.717927,5.507828,59.184918,A2V,And
1369,,,,0.28584500,47.94740500,5.860,-0.079,343.642600,229.531844,17.208961,255.164977,B7III,Cas
1470,25Sig And,,25Sig And,0.30546300,36.78522400,4.510,0.054,41.322300,32.988623,2.643715,24.744457,A2V,And
1490,,,,0.31062500,31.51722700,5.880,-0.014,166.666700,141.610946,11.541536,87.125810,A0IV,And
1559,8Iot Cet,,8Iot Cet,0.32379900,-8.82392100,3.560,1.214,84.175100,82.880324,7.042663,-12.912353,K2III,Cet
1595,Zet Tuc,,Zet Tuc,0.33414200,-64.87479100,4.230,0.576,8.586600,3.631914,0.318885,-7.774227,F9V,Tuc
1626,,,,0.34011100,30.93561400,5.890,-0.098,159.744400,136.477267,12.184297,82.120542,B7V,And
1641,41    Psc,,41    Psc,0.34329500,8.19027100,5.380,1.343,125.000000,123.225843,11.104763,17.807629,K3III,Psc
1643,Pi  Tuc,,Pi  Tuc,0.34417800,-69.62491300,5.500,-0.046,97.561000,33.829515,3.056494,-91.457047,B9V,Tuc
1653,,,,0.34597800,32.91118600,5.790,1.595,191.938600,160.474300,14.575103,104.287431,K5III,And
1682,27Rho And,,27Rho And,0.35201700,37.96860300,5.160,0.442,48.543700,38.106993,3.521856,29.865569,F5III,And
1702,,,,0.35798600,-77.42687300,5.960,1.397,174.825200,37.889928,3.561585,-170.632895,K3III,Hyi
1704,Iot Scl,,Iot Scl,0.35866500,-28.98146900,5.180,1.006,101.317100,88.239543,8.310005,-49.090933,K0III,Scl
1724,,,,0.36285300,-20.05802400,5.610,1.580,270.270300,252.732870,24.080813,-92.695126,M5/M6Ib/II,Cet
1916,,,,0.40434800,52.01991400,5.580,-0.110,306.748500,187.712485,19.945498,241.786691,B5IV,Cas
1955,12    Cas,,12    Cas,0.41319300,61.83105700,5.380,0.008,215.053800,100.927665,10.960580,189.582683,B9III,Cas
1977,,,,0.41844500,53.04678600,5.720,-0.056,158.227800,94.550500,10.399574,126.444126,B9IV,Cas
2000,44    Psc,,44    Psc,0.42339100,1.93969200,5.770,0.855,144.092200,143.125834,15.929870,4.877167,G5III,Psc
2016,Bet Hyi,,Bet Hyi,0.42791600,-77.25424700,2.820,0.618,7.458800,1.635267,0.184517,-7.275205,G2IV,Hyi
2069,Kap Phe,,Kap Phe,0.43671600,-43.67982900,3.930,0.175,23.809500,17.106924,1.964466,-16.443574,A7V,Phe
2076,Ankaa,Ankaa,Alp Phe,0.43805600,-42.30598100,2.400,1.083,25.974000,19.083654,2.198282,-17.483284,K0III...,Phe
2153,,,,0.45408500,-25.54717000,5.990,1.022,176.056300,157.722258,18.838748,-75.924977,K0III,Scl
2204,Eta Scl,,Eta Scl,0.46547200,-33.00716700,4.860,1.634,138.504200,115.288699,14.119065,-75.449377,M2/M3III,Scl
2213,47    Psc,,47    Psc,0.46747500,17.89312500,5.010,1.584,162.074600,153.081675,18.829007,49.796210,M3IIIvar,Psc
2220,,,,0.47045400,44.39445200,5.180,0.043,86.655100,61.449530,7.606996,60.623414,A2Vs,And
2234,,,,0.47402700,-39.91500200,5.420,1.556,115.207400,87.684385,10.937992,-73.923068,M0III,Phe
2347,12    Cet,,12    Cet,0.50065500,-3.95733200,5.720,1.545,173.913000,172.010200,22.675579,-12.002360,M0III,Cet
2349,28    And,,28    And,0.50204500,29.75155700,5.200,0.271,62.774600,54.029838,7.142605,31.151228,A7III,And
2371,,,,0.50553400,59.97755400,5.940,-0.003,235.849100,116.972486,15.572249,204.204968,B9IIIn,Cas
2375,,,,0.50629300,-23.78768000,5.170,0.128,53.106700,48.168847,6.422298,-21.420512,A3V,Cet
2377,,,,0.50724200,-48.21491000,5.670,0.367,43.084900,28.456358,3.801349,-32.126245,F2V,Phe
2466,Lam1Phe,,Lam1Phe,0.52359400,-48.80351400,4.760,0.018,52.966100,34.558503,4.767165,-39.854610,A0V,Phe
2469,,,,0.52378700,33.58164200,5.880,1.133,116.144000,95.851154,13.226847,64.242154,K1III...,And
2478,Bet1Tuc,,Bet1Tuc,0.52572500,-62.95821800,4.360,-0.064,41.407900,18.647710,2.582977,-36.881102,B9V,Tuc
2479,Bet2Tuc,,Bet2Tuc,0.52594600,-62.96556100,4.530,0.147,51.652900,23.255404,3.222589,-46.009047,A2V,Tuc
2491,,,,0.52810500,52.83952600,5.590,1.163,116.822400,69.892874,9.725158,93.100870,K2III,Cas
2499,14Lam Cas,,14Lam Cas,0.52953900,54.52228900,4.740,-0.098,115.740700,66.529750,9.282854,94.252351,B8Vn,Cas
2543,51    Psc,,51    Psc,0.53993900,6.95546300,5.690,-0.014,80.971700,79.574268,11.323808,9.805512,B9.5V,Psc
2562,52    Psc,,52    Psc,0.54318900,20.29431600,5.380,1.069,80.000000,74.276339,10.634394,27.747369,K0III,Psc
2572,Bet3Tuc,,Bet3Tuc,0.54551200,-63.03150000,5.070,0.038,45.558100,20.450292,2.940715,-40.603969,A0V,Tuc
2592,15Kap Cas,,15Kap Cas,0.54999700,62.93178300,4.170,0.130,100000.000000,45034.191856,6529.619087,89046.536344,B1Ia,Cas
2605,,,,0.55287900,54.89498500,5.930,1.037,114.155300,64.961388,9.469096,93.390124,K0III,Cas
2655,,,,0.56140100,-29.55827800,5.550,1.262,165.016500,141.992704,21.020865,-81.404016,K1III,Scl
2705,,,,0.57437400,-52.37309000,5.570,0.472,25.484200,15.383147,2.330868,-20.183809,F3IV-V,Phe
2756,13    Cet,,13    Cet,0.58746600,-3.59284600,5.200,0.567,21.254000,20.961944,3.249574,-1.331907,F8V...,Cet
2781,14    Cet,,14    Cet,0.59245400,-0.50561000,5.940,0.444,54.495900,53.839659,8.418363,-0.480897,F5IV,Cet
2796,Lam2Phe,,Lam2Phe,0.59476700,-48.00090700,5.510,0.461,34.818900,23.016158,3.613111,-25.875905,F6V,Phe
2848,,,,0.60230600,54.16845000,5.080,-0.098,164.473700,95.089068,15.119543,133.345676,B7III,Cas
2870,,,,0.60759500,60.32621500,5.780,0.294,100000.000000,48881.119216,7841.684763,86885.810971,A4III,Cas
2894,,,,0.61290300,44.48858700,5.140,1.587,189.035900,133.123811,21.545864,132.469946,K5III,And
2897,53    Psc,,53    Psc,0.61314200,15.23172500,5.890,-0.146,318.471300,303.333338,49.113713,83.669867,B2.5IV,Psc
2906,29Pi  And,,29Pi  And,0.61468000,33.71934400,4.340,-0.123,183.486200,150.645938,24.453844,101.857872,B5V,And
2914,Fulu,Fulu,17Zet Cas,0.61618800,53.89690900,3.690,-0.196,181.818200,105.743565,17.207892,146.901502,B2IV,Cas
2935,,,,0.62239300,-24.76726700,5.570,0.715,15.401200,13.799451,2.268712,-6.452147,K1V+...,Cet
2936,,,,0.62256100,35.39950100,5.450,0.886,259.740300,208.916915,34.355297,150.460822,G5III,And
3025,30Eps And,,30Eps And,0.64260200,29.31175100,4.340,0.871,50.226000,43.176578,7.332959,24.588338,G5III...,And
3077,,,,0.65274800,49.35458900,5.450,1.644,641.025600,411.466483,71.007709,486.381503,K5III,Cas
3086,31Del And,,31Del And,0.65546200,30.86102400,3.270,1.268,32.352000,27.363473,4.742224,16.595166,K3III...,And
3087,54    Psc,,54    Psc,0.65606300,21.25047200,5.880,0.850,11.059500,10.155576,1.761632,4.008362,K0V,Psc
3130,,,,0.66442800,-44.79629300,6.000,1.142,94.162000,65.810595,11.564463,-66.345493,K1IIICN...,Phe
3132,55    Psc,,55    Psc,0.66543600,21.43849500,5.360,1.160,127.064800,116.482876,20.500398,46.442414,F3V...,Psc
3163,,,,0.67365900,-59.45460400,5.890,0.564,24.956300,12.486498,2.225749,-21.493045,G1V,Tuc
3172,Schedar,Schedar,18Alp Cas,0.67511600,56.53733100,2.240,1.170,69.979000,37.984817,6.784483,58.379619,K0II-IIIvar,Cas
3186,,,,0.67843700,-4.35184100,5.900,1.091,144.508700,141.825516,25.458519,-10.965479,K0III,Cet
3224,32    And,,32    And,0.68533000,39.45866400,5.300,0.891,108.813900,82.664742,14.992827,69.153530,G8III,And
3238,Mu  Phe,,Mu  Phe,0.68876600,-46.08500700,4.590,0.953,75.358000,51.420268,9.373821,-54.285737,G8III,Phe
3271,Xi  Phe,,Xi  Phe,0.69621000,-56.50131500,5.720,0.131,67.024100,36.379065,6.705245,-55.891371,Ap,Phe
3292,,,,0.70095300,66.14759200,5.830,1.042,158.478600,63.009855,11.694404,144.942944,G9III-IV,Cas
3293,19Xi  Cas,,19Xi  Cas,0.70108100,50.51252600,4.800,-0.105,438.596500,274.222888,50.904565,338.492753,B2.5V,Cas
3323,Rho Tuc,,Rho Tuc,0.70786900,-65.46803000,5.380,0.515,41.034100,16.745713,3.139387,-37.330055,F6V,Tuc
3345,,,,0.71160900,-60.26280700,5.990,1.318,70.821500,34.521236,6.507126,-61.495198,K5III,Tuc
3398,Eta Phe,,Eta Phe,0.72256700,-57.46306000,4.360,0.024,75.528700,39.897951,7.638724,-63.674097,A0IV,Phe
3407,20Pi  Cas,,20Pi  Cas,0.72446600,47.02454600,4.950,0.170,53.676900,35.934654,6.898434,39.272564,A5V,Cas
3413,Diphda,Diphda,16Bet Cet,0.72649000,-17.98660500,2.040,1.019,29.533400,27.583638,5.310463,-9.119792,K0III,Cet
3448,17Phi1Cet,,17Phi1Cet,0.73650000,-10.60955000,4.770,0.998,71.633200,69.103848,13.491898,-13.188762,K0IIIvar,Cet
3449,Lam2Scl,,Lam2Scl,0.73668300,-38.42168600,5.900,1.144,103.842200,79.847790,15.593763,-64.532299,K1III,Scl
3471,,,,0.74061200,47.86398400,5.660,-0.113,191.204600,125.873780,24.716289,141.788188,B5V...,Cas
3496,22Omi Cas,,22Omi Cas,0.74542000,48.28436400,4.480,-0.069,215.517200,140.690195,27.809754,160.874126,B5III,Cas
3497,,,,0.74566600,-22.00613500,5.220,0.350,26.745100,24.325675,4.809987,-10.021590,F0V,Cet
3513,,,,0.74918700,-42.67655800,5.940,0.297,64.391500,46.432530,9.225661,-43.648415,A7V,Phe
3536,,,,0.75477400,55.22139600,5.410,0.022,98.814200,55.267454,11.065156,81.162189,A2Vs,Cas
3564,21    Cas,,21    Cas,0.76086200,74.98807300,5.640,0.078,93.023300,23.618496,4.767825,89.848671,A2IV,Cas
3575,,,,0.76265000,-47.55198500,5.800,0.635,15.158400,10.027401,2.029160,-11.185157,G5IV,Phe
3599,,,,0.76992900,-22.52209700,5.490,0.978,93.283600,84.424329,17.251486,-35.731271,G8/K0III,Cet
3624,57    Psc,,57    Psc,0.77582200,15.47550400,5.360,1.559,238.095200,224.745910,46.286311,63.530014,M4III,Psc
3667,58    Psc,,58    Psc,0.78373800,11.97384900,5.510,0.987,86.805600,83.135681,17.301446,18.009142,G8II,Psc
3685,Shimu,Shimu,34Zet And,0.78898100,24.26717800,4.080,1.100,58.004600,51.755023,10.844894,23.839349,K1II,And
3689,60    Psc,,60    Psc,0.78989800,6.74095600,5.980,0.941,141.242900,137.278099,28.800101,16.579198,G8III,Psc
3709,,,,0.79533900,-18.06133900,5.700,1.300,108.932500,101.327943,21.408720,-33.772891,K3III,Cet
3713,23    Cas,,23    Cas,0.79611900,74.84757300,5.420,-0.066,236.406600,60.456458,12.786343,228.187629,B8III,Cas
3733,,,,0.80029600,-21.72249200,5.570,-0.058,105.152500,95.549279,20.317372,-38.918215,B9V,Cet
3742,,,,0.80248700,72.67448200,5.860,1.010,61.237000,17.835353,3.803410,58.458579,K0IV,Cas
3752,62    Psc,,62    Psc,0.80483600,7.29992800,5.920,1.104,177.619900,172.283739,36.848083,22.568981,G8III,Psc
3759,96 G. Psc,96 G. Psc,,0.80638200,5.28061500,5.740,0.890,7.454900,7.258368,1.555495,0.686093,K2V,Psc
3773,Lam Hyi,,Lam Hyi,0.80977700,-74.92343800,5.090,1.345,64.935100,16.512027,3.554214,-62.699898,K5III,Hyi
3778,63Del Psc,,63Del Psc,0.81137300,7.58507900,4.440,1.500,95.419800,92.459279,19.940749,12.595285,K5III,Psc
3793,25Nu  Cas,,25Nu  Cas,0.81389200,50.96816800,4.900,-0.091,126.262600,77.715955,16.814743,98.080370,B9III,Cas
3802,64    Psc,,64    Psc,0.81630800,16.94064400,5.070,0.502,23.452200,21.924210,4.758056,6.833532,F8V...,Psc
3814,Achird,Achird,24Eta Cas,0.81826000,57.81518700,3.460,0.587,5.953100,3.098462,0.674227,5.038376,G0V SB,Cas
3825,,,,0.82054000,-24.13667200,5.900,0.944,57.903900,51.627156,11.264202,-23.677836,K0III,Cet
3841,,,,0.82378200,-13.56127400,5.590,1.325,85.106400,80.817050,17.704811,-19.956193,K3III,Cet
3871,35Nu  And,,35Nu  And,0.83023400,41.07891100,4.530,-0.136,189.393900,139.406857,30.787155,124.450180,B5V SB,And
3875,65    Psc,,65    Psc,0.83143300,27.71028600,5.550,0.398,88.574000,76.565167,16.934170,41.187019,F5III+...,Psc
3899,19Phi2Cet,,19Phi2Cet,0.83544300,-10.64432600,5.170,0.514,15.753000,15.113168,3.359263,-2.909778,F7IV-V,Cet
3939,Rho Phe,,Rho Phe,0.84476800,-50.98681600,5.240,0.356,74.239000,45.595244,10.251595,-57.683939,F2III,Phe
3941,,,,0.84544200,64.24754900,5.350,0.528,196.078400,83.114586,18.702813,176.603851,A4V comp SB,Cas
4095,,,,0.87795100,-24.00584400,5.470,1.275,171.232900,152.308500,35.637464,-69.662774,K1III,Cet
4137,20    Cet,,20    Cet,0.88347100,-1.14426000,4.780,1.550,179.856100,175.031944,41.221192,-3.591689,M0III,Cet
4142,,,,0.88451100,61.12397000,4.800,0.540,18.744100,8.810315,2.077392,16.413746,F8V,Cas
4190,,,,0.89383900,-62.87135200,5.730,1.574,218.340600,96.847474,23.086270,-194.319761,M4III,Tuc
4257,66    Psc,,66    Psc,0.90978500,19.18841700,5.800,-0.016,108.108100,99.219532,24.089496,35.532538,A1Vn,Psc
4273,,,,0.91466700,83.70743500,5.590,0.105,87.719300,9.340128,2.280543,87.190914,A4V,Cep
4278,36    And,,36    And,0.91613900,23.62833500,5.460,1.012,37.979500,33.799462,8.265744,15.222273,K1IV,And
4282,26Ups1Cas,,26Ups1Cas,0.91671500,58.97269800,4.830,1.216,100.704900,50.420166,12.338344,86.296046,K2III,Cas
4283,Lam2Tuc,,Lam2Tuc,0.91675100,-69.52708400,5.450,1.095,68.027200,23.111518,5.655909,-63.730483,G7III,Tuc
4336,,,,0.92844400,-7.34714900,5.880,1.520,184.501800,177.607993,44.041271,-23.594240,K5III,Cet
4361,22Phi3Cet,,22Phi3Cet,0.93374700,-11.26652600,5.350,1.505,168.918900,160.738174,40.095029,-33.002182,K4III,Cet
4412,Castula,Castula,28Ups2Cas,0.94443200,59.18105600,4.620,0.957,61.274500,30.437701,7.682860,52.621600,G8III-IV,Cas
4417,Cih,Cih,27Gam Cas,0.94514300,60.71674000,2.150,-0.046,168.350200,79.836717,20.168018,146.837047,B0IV:evar,Cas
4426,37Mu  And,,37Mu  And,0.94588500,38.49934500,3.860,0.130,39.777200,30.180673,7.630372,24.761577,A5V,And
4430,,,,0.94637700,60.36283600,5.560,-0.054,165.016500,79.109772,20.011564,143.428072,B8V,Cas
4453,Kui,Kui,38Eta And,0.95344500,23.41764800,4.400,0.940,70.422500,62.619150,15.963361,27.988017,G8III-IV,And
4500,68    Psc,,68    Psc,0.96393100,28.99221700,5.440,1.076,198.807200,168.385990,43.418942,96.360017,G6III,Psc
4542,,,,0.97061500,33.95088500,5.990,1.000,56.369800,45.258028,11.754464,31.481435,K0,And
4562,,,,0.97528500,66.35179300,5.970,-0.008,107.411400,41.687986,10.881772,98.391506,A0III,Cas
4567,Alp Scl,,Alp Scl,0.97676600,-29.35744900,4.300,-0.154,238.095200,200.770598,52.489589,-116.727788,B7IIIp,Scl
4577,23Phi4Cet,,23Phi4Cet,0.97885200,-11.37997500,5.620,0.949,98.039200,92.972978,24.361145,-19.344545,G7III,Cet
4665,,,,1.00098800,44.71324300,5.690,-0.010,119.047600,81.711387,21.917170,83.757114,B9.5Vn,And
4760,Xi  Scl,,Xi  Scl,1.02174000,-38.91652700,5.590,1.185,157.480300,118.171698,32.386093,-98.926985,K1III,Scl
4842,Sig Scl,,Sig Scl,1.04067400,-31.55200500,5.500,0.083,71.225100,58.456761,16.332571,-37.270081,A1/A2IV,Scl
4879,69Sig Psc,,69Sig Psc,1.04697100,31.80426300,5.500,-0.043,132.978700,108.793748,30.589910,70.082353,B9.5V,Psc
4880,,,,1.04699700,-46.39731100,5.390,0.900,73.099400,48.531242,13.646048,-52.934156,G8III,Phe
4893,39    And,,39    And,1.04840700,41.34515700,5.950,0.161,107.296100,77.536715,21.832696,70.879137,A5m,And
4896,71Eps Psc,,71Eps Psc,1.04905800,7.89013500,4.270,0.952,55.741400,53.144471,14.974142,7.651854,K0III,Psc
4904,25    Cet,,25    Cet,1.05070500,-4.83660100,5.400,1.106,102.249500,98.055173,27.673943,-8.621115,K0III-IV,Cet
4951,,,,1.06028000,61.07482300,5.920,0.512,613.496900,285.369847,81.312305,536.964426,F0II,Cas
4988,,,,1.06733000,52.50216100,5.990,1.447,326.797400,191.216023,54.866273,259.273261,K2,Cas
5011,,,,1.07208400,61.58018400,5.830,0.569,80.775400,36.938988,10.648654,71.040548,F6V,Cas
5071,72    Psc,,72    Psc,1.08482100,14.94613300,5.640,0.420,54.585200,50.625883,14.777494,14.078123,F4II-III,Psc
5121,74Psi1Psc,,74Psi1Psc,1.09470900,21.47318100,5.330,0.003,84.317000,75.264054,22.180890,30.865551,A1Vn,Psc
5122,74Psi1Psc,,74Psi1Psc,1.09491900,21.46544200,5.550,-0.048,85.910700,76.689465,22.605555,31.438147,A0Vn,Psc
5154,Bet Phe,,Bet Phe,1.10140700,-46.71841400,3.320,0.885,100000.000000,65728.037190,19495.774096,-72799.312620,G8IIIvar,Phe
5155,28    Cet,,28    Cet,1.10143000,-9.83935400,5.580,0.009,180.831800,170.815870,50.667538,-30.901693,A1V,Cet
5257,Iot Tuc,,Iot Tuc,1.12183800,-61.77528900,5.360,0.884,93.283600,42.227550,12.771580,-82.192076,G5III,Tuc
5285,30    Cet,,30    Cet,1.12950200,-9.78555000,5.710,0.446,47.147600,44.445274,13.539556,-8.013286,F7IV,Cet
5289,Ups Phe,,Ups Phe,1.12995700,-41.48691600,5.210,0.159,56.947600,40.806905,12.436518,-37.724964,A3V,Phe
5299,79Psi2Psc,,79Psi2Psc,1.13254400,20.73911300,5.560,0.121,47.303700,42.308177,12.925365,16.750865,A3V,Psc
5306,41    And,,41    And,1.13355900,43.94209200,5.040,0.109,58.962300,40.599499,12.415253,40.915823,A3m,And
5325,30Mu  Cas,,30Mu  Cas,1.13747700,54.92034000,5.170,0.704,7.554000,4.149699,1.274102,6.181126,G5Vp,Cas
5335,80    Psc,,80    Psc,1.13950000,5.64981900,5.510,0.334,35.211300,33.492635,10.298877,3.466496,F0III-IV,Psc
5337,Wurren,Wurren,Zet Phe,1.13974200,-55.24576000,3.940,-0.120,91.575100,49.896436,15.346501,-75.238648,B6V + B0V,Phe
5350,,,,1.14262700,58.26344900,5.770,-0.019,184.842900,92.912041,28.653509,157.204368,B8V,Cas
5353,31Eta Cet,,31Eta Cet,1.14316400,-10.18226400,3.460,1.161,37.993900,35.733354,11.025427,-6.716585,K2III,Cet
5361,,,,1.14561300,86.25709000,4.240,1.213,85.910700,5.357793,1.657180,85.727534,K2II-III,Cep
5423,42Phi And,,42Phi And,1.15836800,47.24179200,4.260,0.012,219.780200,142.401313,44.559066,161.368161,B7III,And
5436,Mirach,Mirach,43Bet And,1.16219400,35.62055800,2.070,1.576,60.532700,46.946371,14.741814,35.255129,M0IIIvar,And
5443,81Psi3Psc,,81Psi3Psc,1.16366700,19.65840800,5.570,0.697,115.473400,103.735655,32.618191,38.846583,G0III,Psc
5482,44    And,,44    And,1.17188000,42.08147500,5.670,0.603,52.273900,36.985639,11.716968,35.033206,F8V,And
5483,,,,1.17207000,25.45776300,5.810,1.466,120.772900,103.952704,32.937897,51.913722,K5III,Psc
5498,33    Cet,,33    Cet,1.17598700,2.44567000,5.970,1.491,235.294100,224.026394,71.236677,10.040475,K4III,Cet
5506,31    Cas,,31    Cas,1.17757900,68.77862100,5.320,-0.014,84.889600,29.278984,9.323761,79.133143,A0Vnn,Cas
5530,33The Cas,,33The Cas,1.18501700,55.14990100,4.340,0.170,40.950000,22.283015,7.143859,33.605678,A7Vvar,Cas
5532,82    Psc,,82    Psc,1.18521300,31.42473600,5.150,0.261,147.275400,119.672435,38.372388,76.786175,F0V,Psc
5537,45    And,,45    And,1.18618900,37.72412100,5.800,-0.095,242.130800,182.356513,58.523074,148.150167,B7III-IV,And
5554,,,,1.19042800,64.20267700,5.560,-0.052,124.069500,51.392623,16.556334,111.704542,B9.5V,Cas
5559,84Chi Psc,,84Chi Psc,1.19089400,21.03465000,4.660,1.024,117.647100,104.513869,33.683383,42.227416,K0III,Psc
5574,83Tau Psc,,83Tau Psc,1.19434200,30.08963800,4.510,1.092,51.759800,42.613504,13.776233,25.950131,K0III-IV...,Psc
5577,32    Cas,,32    Cas,1.19482900,65.01885400,5.570,-0.072,119.047600,47.836454,15.471508,107.910300,B9IV,Cas
5582,34    Cet,,34    Cet,1.19541900,-2.25107900,5.930,1.403,171.821300,163.349095,52.858840,-6.748903,K4III,Cet
5614,,,,1.20460100,79.67396300,5.600,0.008,82.850000,14.118358,4.606434,81.508293,A3V,Cep
5649,,,,1.21261600,-37.85647900,5.950,0.281,69.396300,52.054017,17.103722,-42.587567,A9IV: (+F/G),Scl
5725,Revati,Revati,86Zet Psc,1.22885700,7.57535400,5.210,0.320,53.304900,50.128801,16.707567,7.027196,A7IV,Psc
